word,Count
switch,13642
picardonhealth,10592
wrongdo,15635
purdu,11237
pharma,10540
sackler,12188
penalti,10431
opioid,9990
globebusiness,5905
conservativepremi,2951
grimreap,6119
conservativedystopia,2949
votingmatt,15170
stapl,13236
hajdu,6223
demon,3668
consist,2959
vocal,15129
nate,9330
beynate,1327
walk,15216
detent,3756
later,7918
reunit,11858
diplomaci,3866
beyond,1328
undermin,14652
abil,51
fear,5120
monger,9096
bia,1338
matthew,8624
matthewpeloza,8627
preclud,10926
basi,1132
mary_griffin_,8588
petit,10522
couragetocooper,3114
giveusdata,5863
covidー,3171
mediev,8728
billsopa,1373
renam,11706
fyeahdemocraci,5669
inn,7055
saskatoon,12298
charact,2351
myocard,9284
recomm,11545
guard,6160
absurd,92
poetri,10741
sciactseptemb,12374
sciart,12375
nsgov,9715
solitari,13016
career,2039
revenu,11870
open_markets,9974
wish,15512
temperatur,13811
hygien,6730
exponenti,4932
certain,2292
foodhygieneandtemperatur,5390
foodhygien,5389
idiotrestaur,6784
charlie,2364
overhaul,10141
employmentinsur,4570
migrant,8863
gig,5839
inclus,6926
justicework,7548
thelocal,13944
fnrjit,5359
aim,324
rubber,12102
hit,6513
gotta,5978
codl,2709
buddi,1759
shpk,12725
strathco,13399
parasit,10264
eastern,4355
detest,3759
rob,11984
wealth,15294
enrich,4653
lifestyl,8147
thiev,14008
decentwork,3550
lwforfamilies,8367
supremacist,13577
christian,2478
judiciari,7516
militia,8892
regular,11636
bcit_journalis,1185
widen,15451
scope,12400
cic,2511
young,15773
network,9450
webinar,15315
afghanwomen,254
taliban,13704
afghanistancrisi,251
salmonella,12241
bodi,1529
ltcjustic,8334
hostag,6612
generalstrik,5759
chamber,2328
repress,11748
oiucct,9879
quickli,11333
fish,5273
greisbach,6104
wootwoot,15570
meant,8691
larger,7908
told,14166
yesterday,15737
trauma,14310
amnesia,508
honestli,6574
acknowledg,150
jshvv,7499
enlight,4641
magna,8419
carta,2067
by,1838
sid,12750
aka,355
jewish,7395
notley,9669
witless,15526
programm,11077
costa,3083
rican,11903
hideaway,6471
kelans,7630
neutral,9454
passiv,10325
brutal,1739
trash,14309
winter_canada,15503
yeap,15715
liberallog,8109
faulti,5094
advisor,220
mis,8954
advis,219
crew,3243
imag,6836
miss,8982
cartridg,2072
shell,12651
docsmoreguns,4050
divest,4011
hinder,6492
environmentaldefence,4692
sco,12396
ration,11445
precop,10927
earnscliffe,4344
estat,4778
specul,13114
worm,15595
yah,15700
clever,2604
ericbunnyblair,4742
dayofreconcili,3496
lawyeronskis,7956
box,1608
ericgreniertw,4744
vdpp,15009
particular,10303
illus,6831
ksdqr,7815
light,8150
debacl,3528
hack,6212
brianlilley,1675
subject,13471
rachaiello,11367
radio,11380
machin,8391
panelist,10242
brava,1640
asham,811
sir,12821
defundthecbc,3618
wytewzrdz,15663
stmichael,13339
ducklak,4254
mom,9076
guest,6170
musyj,9269
zoomerradio,15901
happily,6274
bigger,1351
decrimin,3574
inertia,7002
andreawoo,559
hollyanndoan,6552
overwhelmingli,10174
draft,4167
federalcourtofapp,5135
racialdiscrimin,11371
justintrudeaupm,7560
tobecontinu,14150
brettforester,1666
moment,9077
ontarian,9946
fordnation,5425
brand,1637
bastion,1141
saniti,12275
recramorcen,11560
mental,8771
toll,14168
ground,6138
solid,13011
tweak,14495
cannabi,1991
yvrre,15820
vancouver,14960
foreign,5427
untrustworthi,14817
defund,3613
weaken,15291
blunder,1508
suck,13501
dumpster,4270
abe,40
firekenney,5254
dani,3442
uoncj,14838
compet,2827
fodffo,5365
affili,239
bunch,1785
gilmcgowan,5848
thebeaverton,13906
occur,9814
terribl,13851
happili,6273
alicia_draus,409
kee,7618
off,9839
boko,1541
haram,6275
centr,2279
resort,11805
maidurguri,8428
nigeria,9538
trip,14360
kickstart,7698
holland,6549
marsh,8573
grower,6144
agricultur,300
phosphoru,10576
ontag,9945
denomin,3684
hazard,6341
bodybagkenney,1530
nevervotecpc,9462
trevortombe,14343
termin,13846
calgari,1885
skyview,12868
freak,5536
deputy,3709
premi,10949
lucki,8342
nomin,9596
wikipedia,15462
wiki,15459
_albe,1
indigenouspeopl,6976
tragic,14270
hip,6500
frontman,5606
gord,5971
downi,4144
jeff,7357
lemir,8036
mistreat,8994
indigenouschildren,6971
smashpages,12932
tra,14257
lestweforget,8060
walkthetalk,15219
terrifyingli,13855
mlk,9018
dougford,4130
contagi,2980
fals,5039
billionair,1372
forbes,5405
sites,12829
noahkirs,9571
jackal,7282
antimask,639
rabidli,11362
greenleft,6083
symptom,13656
themarieoakes,13947
closur,2663
uninsur,14722
trick,14352
wipe,15505
convers,3020
lgbt,8083
travisdhanraj,14316
judici,7514
reserv,11776
popn,10827
project,11086
nathan,9332
phillip,10556
bike,1361
demonstr,3669
afl,256
alberta_unions,376
trudeauisatraitor,14399
drgillleighton,4190
td,13765
childhood,2423
broader,1710
anxiou,654
surreybc,13596
histor,6507
pam_palmater,10222
stranger,13393
secret,12467
path,10341
zavzjkwtfc,15844
bettertomorrow,1322
unseat,14791
backtrack,1045
flop,5333
key,7681
prior,11018
fiv,5281
entail,4662
capitalist,2016
cynic,3397
gmbutts,5917
scottheidi,12407
nunatsiaqnews,9740
furthermor,5659
leuprecht,8068
desmond,3732
barton,1124
dimens,3851
espionag,4769
empow,4573
scale,12336
macdonaldlaurier,8386
standing,13232
beholden,1254
sponsor,13153
needs,9420
outlier,10107
mli,9016
chines,2442
telecom,13799
giant,5830
exclud,4872
cpeck,3190
enfant,4627
arraché,777
famil,5047
pour,10881
être,15937
placé,10660
loin,8255
communauté,2810
subi,13470
tort,14216
devaient,3766
recevoir,11530
gvt,6197
contestait,2994
qu,11294
il,6820
jugeait,7517
inadéqu,6905
parc,10265
montant,9108
malgré,8460
duré,4281
déracin,4323
baromet,1114
rural,12138
sci,12373
ucpstupid,14554
ucpcorrupt,14549
recallkenney,11523
boycottucpdonor,1618
publichealth,11197
mockdownab,9049
cult,3338
wineguy_,15490
oop,9965
councillor,3095
encamp,4584
yearli,15717
salari,12234
prosecut,11121
ezralevant,4979
depth,3706
articul,796
leadershipfail,7978
manipul,8494
bobmackin,1524
ksaitx,7814
firstpeoplesla,5269
dernièr,3717
heur,6456
autochton,954
gain,5679
contr,3002
cour,3112
fédérale,5672
accordé,138
par,10252
droit,4214
personn,10497
était,15932
approprié,711
justifié,7551
lrhcjs,8326
yellowheadinstitut,15729
city,2536
warm,15242
heart,6380
cold,2733
eyeto,4971
unlimit,14748
valuabl,14952
isnt,7232
karma,7598
bite,1410
uh,14562
jonathanstea,7464
sweep,13632
millionair,8903
disgust,3935
tcot,13763
pardi,10267
kovrig,7797
spavor,13095
ashbi,813
relev,11668
cabbag,1859
patch,10336
doll,4071
oysyp,10189
monster,9105
disappoint,3893
uncov,14637
blacklock,1426
outlet,10106
csa,3298
unbias,14610
acvm,175
mari,8542
robinson,11992
diversifi,4007
ag,274
export,4933
cdnag,2194
galleri,5686
insist,7084
morn,9132
rideau,11927
cottag,3089
session,12560
dummi,4268
boy,1609
archiv,739
newsinteractives,9486
longform,8269
commspolid,2808
unequivoc,14680
zkpyww,15884
domest,4076
psy,11175
op,9967
ottawacitizen,10063
comrad,2863
commissar,2795
pawn,10375
wvoa,15654
sun,13529
comfortingdelus,2779
antisci,641
patjinfo,10350
mess,8801
maxwellacamero,8649
jspgirzt,7502
nouvelle,9684
écoss,15923
urgqgirz,14877
oblig,9791
plenti,10701
spare,13091
eager,4333
beaver,1224
coverag,3125
respectindigenouspeopl,11810
trueeager,14422
predatori,10929
discount,3911
extra,4951
volum,15141
incur,6945
differenti,3829
wc,15280
maya,8651
usd,14883
bbl,1161
exploit,4926
trudeaudictatorship,14391
bozo,1619
mary_lynn_k,8589
flyer,5349
homeown,6560
glenn,5881
pennett,10440
station,13262
kilometr,7717
cast,2083
victredad,15068
maintain,8438
stabil,13202
mount,9160
jas,7332
wife,15456
vina,15087
nadjibulla,9300
felt,5154
juxtapos,7571
burnabynow,1803
coronavirus,3060
impot,6889
smell,12936
everywher,4840
prospect,11123
peac,10404
boot,1571
nerv,9444
struck,13438
overwhelm,10173
frontlin,5605
hero,6448
burnt,1804
surgeri,13586
friesen,5589
mobile,9046
saskato,12297
pop,10821
breakingnew,1655
leastucanread,7994
formula,5456
evacu,4815
misogyni,8975
hire,6503
beta,1312
québécoi,11352
donc,4087
cela,2263
permet,10480
établir,15930
lien,8133
entr,4673
deux,3765
réalité,12165
tenir,13828
compt,2857
francophon,5516
hor,6591
ne,9405
peut,10534
compter,2858
remplir,11704
rôle,12177
sectair,12471
porté,10852
minster,8940
sonya,13042
savag,12316
rigor,11943
regulatori,11637
succeed,13497
upsei,14861
indianact,6961
indeped,6954
censorship,2276
scm,12394
mileston,8886
north,9639
forg,5442
nb,9384
gov_nb,5984
brunswick,1735
yxkegiqzq,15823
nouveau,9682
zramgiqzr,15906
enbridge,4583
indus,6991
burst,1806
ideal,6774
personnel,10498
landmin,7888
gunrunn,6187
cohen,2721
sayeth,12330
princ,11008
island,7230
devon,3783
unrecogn,14777
leni_las,8043
amount,517
treeplant,14332
deforest,3611
medium,8730
climate,2616
consci,2926
grew,6108
flatlin,5305
friendsofscience,5587
wp,15617
upl,14852
nat,9326
eu,4797
dissembl,3976
massacr,8606
tajani,13687
administr,200
explain,4920
logic,8251
sportsnet,13158
jew,7393
dishearten,3938
israel,7236
destroy,3745
masker,8599
plight,10702
atroc,887
simpli,12801
eat,4356
denny,3683
drhenri,4192
drgustafson,4191
fitterhappiera,5280
consequ,2936
legitim,8029
kolb,7786
stress,13413
varieti,14987
safer,12211
option,10008
drink,4198
alcohol,394
smoke,12943
karmalanch,7599
ran,11406
wick,15447
built,1772
pillag,10613
prospectmagazine,11124
broad,1707
bet,1311
angri,579
mcywhw,8682
lover,8311
harrington,6302
album,393
commission,2796
royal,12081
mountie,9163
throughout,14062
apoli,681
nearli,9409
prematur,10947
northshorenews,9645
sacr,12190
field,5197
instal,7091
hog,6537
daughter,3465
nazi,9382
uncl,14627
spoke,13148
freelanc,5555
canadaland,1940
nora,9629
loreto,8294
pp,10892
btwn,1749
bud,1757
thier,14006
canadainfo,1937
eng,4630
damnit,3428
iamsas,6750
enslav,4658
cvangeyn,3383
welcom,15343
manitobacaj,8497
sent,12530
anishinaboy,588
certainti,2294
valu,14951
yyj,15837
fame,5046
itsdeanblundel,7256
assign,848
remaind,11684
passeng,10320
air,328
abroad,81
fell,5150
feb,5126
statcan_eng,13253
rethink,11843
id,6772
alarm,365
korean,7793
radic,11379
dial,3805
prisonplanet,11023
therefor,13980
awar,996
aspect,826
foremost,5433
ps,11166
kshahrooz,7817
silver,12785
bullet,1777
_itkyhfigbi,6
initi,7045
dan,3430
sutton,13616
produc,11055
gent,5768
chair,2324
dsutton,4243
council,3094
yegvot,15726
london,8261
epoch,4716
toss,14218
em,4526
nearest,9408
rag,11382
pg,10537
piec,10601
decri,3573
newwest,9498
ass,830
energyindepend,4626
shutter,12742
weareinthewrongbackpocket,15306
canadaforcanadian,1935
praction,10903
artworxto,802
ravag,11449
philistin,10555
hovel,6642
resplend,11815
pretenti,10984
tore,14200
ourkindofprogress,10085
outdat,10095
banker,1094
popular,10831
cpac_tv,3186
everyday,4835
comprehend,2853
angusreid,581
backbench,1034
mt,9207
bcbc,1167
self,12500
determin,3757
drklgiii,4211
deadlin,3511
vac,14914
covidontario,3156
jennasudds,7366
primari,11004
driven,4203
oilsand,9876
rachel,11368
maddow,8404
isra,7235
assert,840
msnbc,9203
transcripts,14289
tr,14256
book,1561
peril,10472
precari,10918
favor,5099
south,13071
asian,818
east,4353
token,14164
cash,2079
krismeloche,7807
vankayak,14974
hybrid,6724
format,5451
refrain,11603
nationalnewswatch,9346
unv,14820
hw,6721
countless,3106
dumb,4262
stamped,13225
mask,8597
scientif,12387
illiteraci,6829
davidhamer_,3481
callou,1898
callousest,1900
shameless,12615
huckster,6671
fundpublicservic,5644
merlinofcanada,8795
error,4757
zodsnzg,15895
steven,13320
guilbeault,6174
daniel,3443
bordman,1579
opin,9985
wuhan,15650
province,11150
pawloski,10373
extid,4946
greenlight,6085
peripheri,10474
telecommun,13800
core,3049
prc,10914
foreigninterfer,5430
markds,8554
don,4083
cdnnatsec,2234
wechat,15320
kennychiu,7653
cacn,1862
csi,3301
fiveey,5283
cse,3299
overseaschines,10158
britishcolumbia,1701
ufwd,14557
socialmedia,12986
virtual,15099
subsidi,13482
climatelaggard,2636
gretathunberg,6107
cafreeland,1872
beneficiari,1283
exposur,4935
climaterisk,2642
ontlab,9954
esginvestor,4764
pensi,10446
feminist,5159
proven,11145
unfeminist,14689
haha,6215
martyr,8581
oppressor,10001
comfort,2778
buoy,1793
insul,7105
entitl,4672
insight,7079
unburden,14615
doubt,4123
humil,6695
mkrw,9008
shite,12680
cbcthenational,2158
chuckwurster,2499
strike,13420
coal,2694
miner,8917
estevan,4780
riot,11948
assembl,837
parad,10255
stephan,13300
pasti,10331
pearl,10406
swine,13638
predict,10933
cumberland,3346
recap,11524
outlin,10108
cumberlandstrategies,3347
womeninpolit,15554
gba,5737
arent,749
maker,8449
ms,9193
weird,15340
dm,4029
surrey,13595
newton,9497
exactli,4860
chartrand,2372
ijuvlv,6817
certainli,2293
gold,5945
salmon,12240
hashilthsa,6313
workshopwednesday,15585
halfass,6225
shamelessli,12616
correctli,3071
degre,3624
sociopathi,12993
andreamceel,558
relevantmagazine,11669
culture,3345
experienc,4915
unfathom,14687
cma_docs,2677
mashkawi,8595
manidoo,8490
bimaadiziwin,1380
spirit,13137
soar,12973
version,15034
cbcgem,2130
amv,527
sec,12458
documentari,4055
thunderbay,14075
meanwhileincanada,8695
jhdgipml,7397
jamigipmm,7312
bitchute,1408
wocuffa,15540
caiss,1874
depot,3701
climatechang,2625
pionline,10626
esg,4763
caisse,1875
accomod,132
psychopath,11182
categori,2095
psycho,11178
expung,4939
recreat,11561
onmedia,9937
cannabisbiznew,1992
broadway,1712
frozen,5612
paycheck,10378
bailout,1063
ounc,10078
dick,3816
gtlemming,6154
factori,4997
luck,8341
tesla,13869
comput,2862
billy_bute,1377
enemi,4617
traitor,14278
manitoban,8498
relief,11673
accolad,130
doughnut,4134
birgitomo,1399
victimhood,15059
abraham,79
yadda,15698
dubsndoo,4248
publish,11209
publiu,11210
intergovernment,7129
conflict,2900
academic,109
oup,10079
publius,11211
defundthepolic,3619
cower,3177
grant,6034
applic,701
figur,5207
newspap,9490
censor,2275
iono,7181
nqqdr,9709
christma,2482
thanksgiv,13888
req,11764
card,2034
unduli,14674
fray,5533
minority,8937
yukon,15812
gaspricewizard,5720
citymice,2538
reliev,11674
comed,2774
profsmithsask,11075
quarter,11305
proportionalrepresent,11113
umfrgh,14588
ccp,2179
chinathreat,2440
nationalsecur,9349
decouplefromchina,3569
amfchina,495
sift,12764
parl,10282
pan,10230
paskudnya,10317
character,2352
gatestoneinstitute,5723
paskudny,10316
ukpoli,14577
plandem,10669
clotshot,2665
bowtiedprairie,1607
scholar,12366
array,779
theoret,13963
diffus,3832
jzjo,7577
polisci,10771
nfb,9506
select,12499
film,5215
filmmak,5216
devast,3768
nihhgghyk,9543
wedg,15323
astonish,859
hint,6497
dan_gt,3432
blacklist,1424
compon,2847
warship,15252
fighter,5205
jet,7390
unman,14752
drone,4216
investiga,7172
fresh,5574
haze,6342
ihipyi,6810
richmond,11915
longest,8267
gvan,6196
properti,11109
opioidepidem,9992
opioidcrisi,9991
decriminalizedrugsnow,3575
safesuppli,12213
endthestigma,4611
legit,8028
disinform,3943
boycott,1611
cdnmediafail,2227
dupe,4274
humour,6698
vanc,14955
daddi,3408
frankmag,5523
mediawatch,8717
dramat,4172
scari,12348
european,4808
bori,1582
ck,2554
brexitdisast,1670
yellow,15728
color,2758
jane,7315
eyewear,4972
glove,5909
aforement,259
wholli,15435
insuffici,7104
hors,6603
housingshortag,6640
marco,8533
pitch,10638
tent,13834
commonsens,2806
formal,5450
economist,4383
taught,13748
tel,13797
aviv,986
globes,5906
catch,2092
arlen,765
siriusxm,12823
arlenebynon,766
isol,7233
agenc,280
françoi,5527
uvuch,14908
cdnre,2245
itsspeculationstupid,7260
bannonresidentinvestor,1101
bancorpinvestor,1084
johnpasalis,7451
clinic,2649
adriandix,209
award,997
wetsuweten,15372
briankmurphy,1674
cancer,1976
landscap,7890
manifestli,8492
malign,8464
heathermoandco,6392
gonna,5956
hois,6539
housingafford,6635
strain,13390
housingsuppli,6641
norway,9649
denmark,3680
reaction,11479
yup,15813
abooli,71
scheer,12359
yougov,15772
worship,15603
feet,5148
god,5932
cdian,2190
fortun,5465
solar,13006
municipalelect,9248
ope,9971
cowork,3178
zqvd,15905
qcgn,11275
jccfcanada,7344
cpj,3192
annual,611
equit,4726
dignityforallc,3843
stanc,13227
rid,11923
wanton,15233
ext,4940
env,4682
lunch,8353
rockstar,12007
workshop,15584
addwomenchangepolit,190
plane,10670
ball,1072
dribbler,4194
oausgipgk,9780
dévoil,4330
prévision,11165
rel,11656
jvhgipgl,7572
sum,13524
knowingli,7776
lewishennig,8080
profoundli,11074
unconstitut,14634
faux,5095
satir,12306
novel,9696
chest,2409
penniless,10442
loan,8231
junki,7532
academ,107
atheism,873
nonreligion,9616
abstract,91
bchumanist,1180
secularismbook,12475
largest,7909
pull,11221
when,15395
thesunv,13992
mitig,8998
siwwi,12833
wabbit,15199
brexit,1667
dothemath,4117
greendesign,6075
deepgreendesig,3586
deficit,3607
downward,4154
cite,2530
anticip,632
plus,10713
lapresse,7902
screens,12422
bd,1205
fring,5593
pandemic,10236
mistr,8993
fenc,5162
sitter,12831
nomorelockdown,9603
novaccinepassport,9689
di,3800
trapdinawrpool,14307
shine,12667
mariekewalsh,8544
its,7254
philpot,10560
regret,11633
ourcommons,10081
discoveri,3916
cure,3352
___,0
extinct,4947
speci,13102
insert,7074
ivorybil,7267
woodpeck,15567
enviro,4687
dirti,3880
instruct,7099
rough,12068
unconsci,14632
poilievr,10746
margaret,8537
thatcher,13893
napoleon,9318
donut,4102
publichealthemerg,11199
fentanylcrisi,5164
overdos,10136
jenstden,7374
liberaltriangl,8113
fcker,5112
costli,3086
audienc,914
dismal,3949
fraserinstitute,5529
studies,13451
thecanadafiles,13913
harvard,6309
grad,6016
strategyrick,13398
pundit,11226
abfutur,44
spotify,13162
episode,4714
gcx,5743
upcom,14842
fully,5634
actualites,171
pol,10753
tit,14127
oak,9772
caterpillar,2097
complex,2837
aisl,344
cdnsci,2248
bird,1398
bug,1766
straggler,13387
inflationari,7020
load,8230
denisebatters,3678
dwatch,4290
democracywatch,3663
thorough,14039
overview,10171
minut,8943
readili,11487
admit,203
healthi,6369
true,14420
snclavalin,12957
theepochtimes,13924
mkt_app,9010
trudea,14385
publicsafeti,11204
cfloodurogyn,2307
bend,1278
agenda,281
gear,5746
precis,10925
plot,10703
avez,980
envisagé,4695
suivant,13522
quelconqu,11320
campagn,1916
électoral,15926
tou,14225
résultat,12174
ici,6767
leger,8023
wpchp,15618
knew,7769
promin,11094
technology,13786
frequent,5573
shop,12698
dine,3857
flatlandia,5304
fairvotecanada,5019
eko,4454
file,5210
disclos,3905
expuls,4938
theorca,13961
visiting,15111
cipolla,2519
gandalf,5695
fee,5140
urv,14878
professors,11065
ant,621
fuckign,5623
wth,15647
ami,499
center,2278
detrement,3762
ambiti,481
newmode,9481
palestinian,10219
interpret,7138
palestin,10217
unfre,14698
freepalestin,5562
cjpme,2553
bio,1387
pmn,10724
pass,10318
okay,9881
nerd,9443
not,9652
skill,12853
talli,13710
chart,2368
fascin,5076
stephenfgordon,13306
trace,14258
intiial,7148
varianc,14984
currrent,3360
slow,12910
extraordinari,4956
bibl,1340
dropout,4220
estim,4781
tag,13679
insult,7106
notion,9668
racist,11376
pump,11223
physic,10587
descent,3721
spur,13176
mistak,8991
truenorthcentr,14423
deconstruct,3565
timelin,14112
illustr,6832
ethicaloil,4790
backdoor,1036
chatham,2375
kent,7661
leamington,7986
frighten,5591
iren,7204
witch,15516
devilla,3778
wolf,15546
farka,5067
kawf,7613
restrain,11826
kitchenertoday,7747
freedumb,5551
byefelicia,1843
doyourpart,4158
behest,1252
suspend,13610
cant,2001
bargain,1112
town,14241
saturday,12308
jazz,7341
pat,10334
weekend,15332
staf,13207
sigh,12765
ex,4856
raymond,11457
chan,2331
fundrais,5645
introduc,7156
wealthi,15296
cashforaccess,2081
vancouverisawesome,14964
courier,3117
grander,6027
contempl,2985
ur,14869
ceas,2257
countital,3105
upstream,14865
downstream,4149
piss,10635
pharmaci,10544
equip,4725
jasrajshallan,7336
pride,11000
minori,8936
remortgag,11698
suddenli,13508
rife,11931
falsehood,5041
smear,12934
websit,15316
kenni,7651
chiu,2449
alic,408
wong,15560
saroya,12290
sprang,13168
elexn,4493
richmondbc,11916
tasha,13741
evalu,4817
xenophob,15665
prejud,10945
spotlight,13163
stab,13201
distribut,3993
freeli,5557
fit,5278
warehous,15239
ship,12671
glitch,5884
buffalo,1765
incid,6920
qs,11292
silent,12780
zfozppdi,15869
decolon,3562
consum,2975
pregnanc,10942
kieran,7706
moor,9121
pathway,10345
sponsorship,13155
ramp,11404
gq,6009
prof,11059
preced,10920
manditori,8485
cdnlaw,2225
fgkpx,5186
koonin,7791
unsettl,14796
ipcc,7187
amiaahafa,500
greta,6106
spout,13166
youthclim,15783
teach,13768
metoo,8815
sexabus,12574
consentcultur,2935
brygimeb,1742
ministr,8931
éducat,15924
rxegimec,12155
despic,3736
monolith,9102
ibpoc,6762
mike_a_bernier,8871
mailchi,8430
aa,12
menstrualequ,8770
grassrootsadvocaci,6044
rejectthepremis,11652
persist,10490
disast,3894
glbi,5877
mentalhealth,8772
unemploy,14678
canadabasic,1931
calcul,1881
impli,6874
otool,10054
discours,3914
vaccinationdr,14925
caulfieldtim,2115
qualifi,11300
humanrightswatch,6692
copyright,3041
papers,10250
ssrn,13197
sol,13005
peep,10419
clinton,2650
stuck,13447
richardlorello,11908
autonomi,964
randi,11410
hillier,6489
belov,1274
refer,11595
lanark,7878
frontenac,5603
mpp,9177
precaut,10919
soul,13062
randyhilliermustgo,11414
darth,3455
enema,4616
upset,14862
philipauthier,10553
lewi,8079
devic,3776
guidelin,6173
loudli,8308
resignmo,11795
oddli,9824
complianc,2839
hmmm,6524
cnn,2690
drivel,4202
churn,2505
pharmaceut,10543
readthemaple,11490
happened,6269
huseyin,6713
celil,2266
uyghur,14910
imprison,6892
family,5050
blanch,1439
boa,1517
ie,6795
monetari,9091
underinvest,14649
perman,10478
entrench,4675
friendli,5582
petrol,10526
oilbust,9872
pollutionisr,10800
misaon,8955
rgebggvo,11897
onmuni,9938
cdntech,2251
govtech,5997
cdnmuni,2233
digitaltransform,3839
custom,3375
monopol,9103
foesr,5367
d_ylan,3402
momentum,9078
needlessli,9419
prorogu,11119
document,4054
justnotransit,7563
ooksinfio,9962
justthefact,7566
climatejustic,2634
efficaci,4426
abysm,103
pill,10612
bay,1154
twilsonottawa,14507
sympathet,13654
encumb,4589
king,7730
pornograph,10839
classi,2574
putsch,11261
turf,14473
anticompetit,634
leftwitch,8013
univers,14737
nationwid,9353
rick,11918
bell,1266
cas,2075
scenario,12354
calgarysun,1890
hon,6570
bid,1343
atu,907
cupe,3350
yike,15744
muslim,9264
kerrienation,7668
anybodi,655
germhuntermd,5802
qupoli,11350
bottomless,1593
pit,10637
thomassowell,14034
inept,6999
heritag,6446
bungl,1790
bb,1156
tragedi,14269
dictat,3818
crook,3267
statesman,13258
punditri,11228
darbytl,3447
fbu,5109
googl,5966
snrtg,12967
ubiquit,14544
pipe,10628
iot,7184
laugh,7925
winger,15492
enrol,4655
trumpunivers,14433
only,9936
horgan,6593
cherry,2406
bat,1142
repel,11725
acced,116
grit,6122
bs,1743
ctvcalgary,3314
adequ,191
pose,10853
says,12332
club,2671
licia,8129
corbella,3045
mcyrdc,8681
coronaviru,3059
restuar,11828
caj,1877
entri,4679
immune,6853
compromis,2856
traduct,14267
lav,7942
peo,10449
candic,1980
malcolm,8455
gatekeep,5722
candicemalcolm,1981
justme,7562
vm,15121
zmrwkc,15888
vanish,14971
marlon,8570
citynews,2540
alb,368
overcrowd,10135
hopeless,6590
grievanc,6114
compel,2825
represnet,11747
memeb,8756
rumbl,12121
stock,13342
editori,4404
guncontrol,6182
flipflop,5322
fervent,5173
editor,4403
mortal,9139
implic,6875
underestim,14644
lifespan,8146
seeingbeyondrisk,12488
outliv,10110
reinvent,11648
shaken,12605
inabl,6900
respiratori,11814
recruit,11563
beat,1217
unsur,14803
alia,407
spacemen,13083
xvrhb,15689
permit,10483
hesit,6454
switchboard,13643
kathleenreid_,7608
nickkouvalis,9531
gratitud,6049
intimod,7151
ontpoli,9956
ttc,14454
secondari,12461
dwell,4292
arriv,783
simcoe,12788
story,13385
barri,1116
substanti,13491
toxicdrugsuppli,14246
seven,12568
preliminari,10946
coron,3056
drugpolici,4230
bchealth,1178
revers,11874
takeov,13696
misleadership,8972
increasingli,6940
rump,12126
christmasali,2483
oy,10188
insurrect,7109
armi,768
jlisayoung,7423
justif,7549
heavi,6395
lift,8149
retali,11839
lithuania,8199
simultan,12805
significantli,12773
worldnew,15588
washingtonexaminer,15259
eds,4411
disconnect,3908
uoacbr,14836
everybodi,4833
unexpect,14682
shrink,12729
lag,7861
gdp,5745
quarterli,11306
philip,10552
surprise,13591
boycot,1610
merced,8780
stephenson,13312
tie,14086
cdnmilitari,2229
thisisnotok,14025
mediabia,8708
jracanelli,7495
bout,1603
lego,8031
conssellcanada,2964
nomor,9599
medialiteraci,8714
election,4470
endor,4605
trend,14336
fojkfo,5370
zsboj,15908
blindli,1462
newcoldwar,9467
volunt,15142
harvest,6310
crop,3268
bowriv,1606
citizenmedia,2534
pushback,11255
roguechimp,12016
asylum,866
hong,6575
kong,7788
ajith,348
fortherefugees,5460
nytimes,9764
wor,15571
unrel,14779
knee,7768
vaxxer,15000
shoe,12693
them,13946
suitabl,13520
burial,1799
mikelecouteur,8877
skleg,12860
ditto,4001
outlook,10111
canadianforc,1955
cov,3123
canadianarmi,1951
pin,10618
peterharder,10516
sencanada,12519
pa,10192
spell,13117
forese,5434
argument,756
sway,13628
endang,4591
dispar,3957
sidearm,12753
steel,13286
karlen,7597
kinda,7725
orific,10030
jagmeet,7296
nod,9581
drbonniehenri,4177
sciencestanfor,12384
funer,5648
hiatu,6467
daisi,3418
nov,9685
dec,3537
infam,7009
neg,9423
advertis,217
ottnew,10068
gctc,5742
daisy,3419
drastic,4173
visibl,15107
youth,15782
iedldo,6797
hound,6626
indoor,6988
popab,10822
exacerb,4857
percent,10459
bewar,1326
outcri,10094
and,550
blunt,1509
rather,11443
pathogen,10343
antibiot,628
althiaraj,460
basic,1133
thrill,14056
toppl,14196
cambridg,1908
analytica,537
tomfooleri,14174
teas,13778
choose,2460
your,15776
adventur,215
blowout,1497
chicken,2416
newsletters,9489
ot,10047
signtheagr,12775
cdnchildcar,2201
carealberta,2038
opportunist,9997
auster,938
infiorm,7017
cretin,3242
onhealth,9926
covidtest,3164
childrenarepeopletoo,2426
night,9539
superspread,13558
bureau,1795
movi,9172
theatr,13903
auspol,936
tradit,14265
bced,1173
yql,15791
victoriabc,15065
uspolit,14895
epsb,4718
ecsd,4391
yycb,15830
sunnshiiny,13540
cking,2556
charlesadler,2361
republicannaziparti,11758
proclaim,11048
geotherm,5790
haunt,6329
trudeausvanityelect,14411
mindingottawa,8912
admir,201
wbrettwilson,15279
space,13082
navig,9377
operation,9982
strengthen,13412
allyship,440
tu,14456
vacciné,14940
autr,966
côté,3401
rue,12113
chef,2394
veut,15041
député,4321
présentent,11163
preuv,10987
vaccinal,14922
avant,973
siéger,12840
souhait,13061
retour,11846
aux,969
hybride,6725
virtuel,15100
