word,Count
rtg,12098
sue,13509
snc,12956
divert,4009
librari,8121
siemen,12761
hilitinghockey,6486
viral,15096
amazon,476
nwt,9758
infobase,7027
epide,4710
prairiecentris,10908
maskmand,8600
persecut,10488
jeffreyatucker,7360
holli,6550
albertaisdi,385
deviancri,3774
abnorm,64
cocktail,2702
unknown,14742
mankind,8500
descript,3723
climateflood,2631
coderedclim,2706
uganda,14558
flood,5331
thailandflood,13885
fridaysfuture,5579
actnow,165
defendcons,3600
forcedsteril,5412
takeaction,13690
amnesty,510
mikemorris,8878
mix,8999
mixeddos,9001
agffagvxusjuqb,283
petroleum,10528
factsmatt,4998
farmer,5070
effici,4427
satan,12302
claw,2585
wanna,15230
massag,8607
vnl,15127
rebuk,11519
duanebratt,4247
worldsapart,15591
happiest,6272
healthiest,6371
rank,11416
reportcard,11736
unicef,14708
irc,7200
thunberg,14073
blast,1446
stoplng,13371
events,4826
medhat,8705
perfidioussh,10466
aleanayoung,395
ucppathet,14553
ucpdisast,14550
jcelliott,7345
nuch,9724
oliv,9892
higg,6473
jump,7526
mnge,9034
doj,4070
confess,2893
misrepresent,8981
huaweihostag,6666
cigionline,2515
vp,15179
denis,3676
presidenti,10969
whim,15408
qk,11282
xvzsb,15690
leo,8045
vandal,14967
anger,574
flashback,5302
wynn,15661
hurl,6708
cold_runnings,2734
capitaldaily,2014
injunctio,7048
pressfreedom,10973
neverforget,9458
hci_ottawa,6346
slaughter,12878
bitten,1411
denigr,3675
belittl,1265
unreservedli,14784
plead,10695
kevinvuong,7678
craintiv,3206
despotiqu,3741
politicien,10785
savent,12322
spencerfernando,13120
banana,1082
albertabama,377
saskatchestan,12295
retro,11849
quiz,11345
endthetimechang,4612
daylight,3494
airductclean,335
exhaust,4886
absurdli,93
tangenti,13718
persuad,10500
heather,6391
holm,6553
extradit,4953
def,3591
whitesupremaci,15424
quebeclivesmatt,11314
you,15770
unseal,14790
fawpim,5104
novaccinepassportanywher,9690
swap,13625
kirsten,7743
hillman,6490
yay,15709
scarc,12346
saga,12215
defenceless,3597
gangster,5697
extort,4949
philosophytwee,10559
herotozero,6450
tpostmillennia,14255
defin,3608
trait,14276
thi,14004
tea,13767
faisalhassanndp,5024
ysw,15798
yorksouthweston,15769
eocjy,4701
diplomat,3869
bfd,1334
abpo,77
postpon,10869
transplant,14302
hogwash,6538
sooner,13047
dispens,3960
triangul,14348
drkyle,4212
christos_canad,2487
artifici,797
unnatur,14757
reciproc,11533
vigor,15080
vassal,14990
rudderless,12107
compris,2855
blown,1496
disreput,3970
erinotoole,4749
knowital,7777
seli,12505
dodgi,4059
buss,1815
unga,14699
marcgarneau,8528
victor,15062
sedifr,12483
polio,10770
wien,15455
ptsd,11189
terrywiens,13868
whe,15390
cdnpandem,2236
bow,1604
gregorcraigie,6102
frivol,5595
overturn,10168
progressalbert,11080
trawna,14317
renecannon,11709
ruthmkb,12151
absen,83
stoog,13356
unsolicit,14797
unsubscrib,14801
gazillion,5736
unimpress,14720
folder,5373
logo,8253
drown,4223
lung,8356
moth,9151
voraci,15147
freeload,5558
extraordinar,4955
gin,5850
lizzi,8216
she,12638
wooden,15566
holi,6546
purs,11249
braindead,1631
billboard,1366
mailer,8431
lotteri,8305
chequ,2401
discretionari,3919
left_site,8009
interweb,7147
singapor,12811
england,4634
ireland,7203
cndpoli,2688
fmrac_ca,5356
ml,9012
weirdo,15341
notnew,9672
misogynoir,8977
imped,6866
catoletters,2107
vlad,15119
sobolov,12975
trailer,14274
pickup,10597
yong,15764
obscen,9793
canadianglen,1957
embargo,4533
ail,321
pussi,11257
mileswmathis,8887
milesmathi,8885
emf,4548
wifi,15457
groundlin,6139
cellphon,2270
recallelect,11522
rsciuk,12092
horsemen,6604
empathi,4562
ra,11356
congo,2908
bbc,1157
afr,262
michigan,8841
apart,671
covidvaxexpos,3169
afehrt,235
perpetu,10485
aborigin,73
complicitucpmla,2843
liberali,8106
biv,1414
icebreak,6765
heali,6358
voyag,15178
northwest,9647
passag,10319
arctic,742
coastguard,2698
cavasships,2120
dfagdaiaefa,3791
desert,3724
thnx,14030
steve,13319
slower,12912
soften,12998
mafia,8409
lik,8155
bestow,1309
unwant,14827
yield,15743
zpobgn,15904
overwork,10175
unimagin,14718
hoard,6528
coffer,2716
flatten,5306
curv,3369
jonathan,7463
naysay,9381
phosphat,10575
services,12557
payme,10387
broadli,1711
evad,4816
underli,14651
astronaut,862
protestor,11133
missmarlieb,8988
nasti,9325
streak,13405
thnk,14029
relentless,11666
caterwaul,2098
unwelcom,14832
hé,6745
murray,9259
dobbin,4042
kathleenmonk,7607
cushi,3371
plate,10680
bloor,1492
sherbourn,12655
cops,3040
prob,11036
stuf,13454
teresa,13842
giudic,5857
fearmong,5121
moemustgo,9066
unambigu,14597
remeb,11686
imparti,6862
pointless,10748
wobbl,15539
patbruc,10335
warrior,15251
zonpoli,15898
telegraph,13802
nic_morgan,9523
daze,3499
oilpatch,9874
cautionari,2119
centuries,2285
imaginari,6839
sore,13053
thestaredmonto,13991
greeni,6081
davo,3489
utterli,14906
unsustain,14807
croni,3266
rnc,11977
americanthinker,490
ect,4392
circu,2523
nicole_,9533
weigh,15338
fre,5535
slug,12915
hug,6676
terrifi,13853
nuke,9733
meticul,8814
categor,2094
overweight,10172
demolish,3667
asifintoronto,822
airlift,336
disrepair,3969
sanit,12274
absenc,84
schtev,12370
defam,3592
unnam,14756
alter,456
gaseou,5715
turd,14472
float,5328
misdirect,8959
superspreadercon,13559
deathcon,3525
sunrickbell,13544
boo,1560
effin,4428
hoo,6584
aboard,65
ukrain,14579
waterlooregion,15273
newcom,9468
mubcgikx,9216
actuali,170
gall,5683
exxwq,4964
dumbfound,4265
kitteh,7750
meanwhileincan,8694
businessghana,1812
reopen,11717
apnews,677
starvat,13250
endf,4598
amhara,498
abcnews,33
wirestory,15507
freez,5567
thinker,14016
wholesal,15434
modifi,9061
spadinafortyork,13086
reuter,11862
foxnew,5487
ch,2316
ɹǝᴉɯǝɹԁ,15938
fck,5111
inklesspw,7052
beauti,1222
foncanada,5381
mrsmaris,9187
german,5797
international,7133
louder,8307
clearer,2598
norad,9630
nato,9359
cuz,3381
bolton,1546
hardbal,6279
enterpris,4665
purpl,11245
cpac,3185
neic,9429
rode,12008
bik,1360
button,1825
cdnpolit,2241
cdnbutton,2198
pediatr,10416
kzfskyq,7835
gz,6203
mainli,8435
homeland,6557
fnpoli,5358
wut,15653
drjanaway,4207
imbal,6841
emmmacfarlane,4558
getachew,5811
reda,11568
sounds,13067
reap,11505
thompson,14035
halv,6234
flee,5311
escap,4762
rout,12074
apprehend,705
bestalbertasummerev,1308
yokel,15763
redneck,11584
pastim,10332
huaweii,6667
plausibl,10684
deniabl,3673
clap,2565
rude,12108
renewableenergi,11713
retrain,11848
kori,7794
teneyck,13827
nichol,9526
kooki,7789
spine,13134
_llebrun,7
tenur,13838
keremeosreview,7665
brunt,1736
rajsherman,11399
foment,5380
islamophobia,7229
slgbtq,12893
hatespeech,6325
taniacameron,13722
pdt,10403
ysrgihmb,15797
lunchabl,8354
mercilessli,8787
brink,1697
danni,3444
breen,1659
sheilagh,12647
leari,7989
acclam,129
district,3994
mattspoke,8630
muck,9220
straightforward,13389
rig,11934
postal,10860
linkedin,8180
bethanyalleneb,1314
liberalcult,8104
markusoff,8567
foreignpolici,5432
photograph,10581
stretch,13414
seiz,12497
lawton,7952
bizarro,1417
slam,12871
covidisairborn,3149
aoeprj_k,666
qcax,11273
yourmoney,15778
thefinancialshow,13925
licensedinsolvencytruste,8128
vocm,15130
thinkpolca,14018
exhibit,4887
behavior,1249
nielsen,9537
disband,3899
defunct,3612
partisanship,10306
blhalldritt,1459
merger,8792
decreas,3571
isp,7234
summit,13527
ewypzr,4855
anderson,554
anders,551
rework,11888
meslin,8800
curseofpolit,3364
heyyou,6462
curseofpolitic,3365
boycottbeijingolymp,1613
boycottbeij,1612
canucktraveler,2006
bless,1457
curs,3363
clima,2613
socialpolici,12988
upcmoron,14841
drjbhattachary,4209
lifesav,8144
rot,12061
plank,10673
similarli,12791
fcuck,5115
migrat,8866
druhfarrell,4231
vaccineinequ,14932
inclin,6924
columnist,2765
subtweet,13495
reporter,11737
nutmeg,9752
chariti,2358
jodi,7437
wilson,15480
raybould,11456
chapter,2349
skin,12856
crawl,3216
clay,2586
mathemat,8619
dshepyeg,4241
thepeterboroughexaminer,13966
zeller,15858
urbansprawl,14873
sweet,13633
sharp,12628
grandma,6031
aaron,22
ww,15655
chann,2340
sarahbyyc,12282
transmountain,14299
scherersteve,12364
shive,12687
condol,2887
kenneyrefusedhelp,7649
dishonest,3939
governlikeagirl,5988
eva,4814
aariak,21
private,11028
fleec,5312
mfg,8822
contrast,3008
foe,5366
cannoli,1994
thedailyedit,13920
dailyedit,3413
maru,8582
correspond,3073
vancitybusi,14957
arigoldkindshow,758
arigoldkind,757
torment,14203
bishop,1403
smallbiz,12920
gjbzd,5866
tilley,14106
datadaili,3462
consumpt,2977
flea,5310
furri,5658
fluff,5346
stun,13458
thronespeech,14059
months,9112
spe,13098
kicker,7697
commut,2815
ewsd,4854
bart,1123
seco,12459
osc,10040
policymak,10767
wd,15285
derelict,3715
manslaught,8509
coupon,3111
abfirebreak,43
albertafirebreak,382
administ,199
iv,7263
fil,5209
dichotomi,3815
sleepwalk,12888
nbairm,9386
rosemari,12053
gem,5751
rosemary,12054
deafen,3514
grace,6014
clintondesveau,2651
unfollow,14695
redund,11589
gong,5955
youthclimatedeb,15784
sealevelris,12447
connectclimat,2918
dearli,3522
premierbilldavi,10952
sadden,12198
securethefutur,12478
bellabladi,1267
proposals,11116
drvivians,4237
trudeauisaliar,14398
clrichard,2670
magic,8415
privi,11031
debrief,3532
mb,8657
teleprompt,13806
freehuseyinceilil,5553
freetheuyghur,5565
bother,1590
obsolet,9798
relic,11672
toe,14157
mini,8920
barefoot,1111
screw,12424
diana_murphy,3809
yow,15788
uvic,14907
unbc,14607
crof,3264
rearview,11508
aqdqm,722
canadianpolit,1963
indigenouscommun,6972
patronag,10359
uninterrupt,14724
loom,8278
remember,11689
perk,10476
greenpartycanada,6091
afd,234
germany,5801
mmp,9028
dufu,4259
ccpchina,2182
gnwt,5924
nwtpoli,9760
dispos,3963
midland,8855
earthquak,4347
dyv,4304
subtitl,13493
piling,10611
rosi,12057
sandyandnora,12269
crap,3210
fiscalpolici,5272
navltd,9378
insights,7080
dhyvgifum,3799
vulgi,15187
wholeheartedli,15433
dailymail,3415
healthresearch,6372
lhp,8089
noncontroversi,9608
forma,5449
extract,4952
perfect,10464
typifi,14529
prick,10999
convert,3021
liberal_party,8103
communiqué,2811
libérat,8124
fel,5149
joe_warmington,7440
scent,12356
sandi,12268
stale,13219
adhd,192
superpow,13557
effinbirds,4429
gravel,6052
bang,1090
whatiswrongwithyouman,15386
moeyoudown,9069
nanci,9312
circular,2526
corporateknights,3068
waste,15263
circ,2520
losers,8300
forfeitur,5441
ginseng,5852
simcoereformer,12789
simco,12787
vietnam,15075
tougher,14229
nonewfighterjet,9611
quantit,11303
justin_ling,7553
captiv,2024
approx,713
tote,14223
yegihc,15722
anomali,613
ctvvancouver,3323
itfl,7252
pati,10346
pack,10195
hockey,6532
cbchomestretch,2132
contagion,2981
warfar,15240
christofasc,2486
sundher,13535
sawmil,12328
lumber,8350
oversea,10157
streamer,13407
playfield,10689
netflix,9448
mediaactionplan,8707
groups,6142
canadia,1949
shane,12619
getson,5813
sorrynotsorri,13056
abhor,48
cfo,2309
quad,11297
heel,6404
auku,923
pact,10197
crackdown,3199
assam,832
asiawatch,820
asiapacific,819
asia,816
unlik,14747
wildcard,15465
expansion,4905
smallpox,12925
grifter,6117
tashakheiriddi,13742
winnipegfreepress,15499
conspira,2962
inund,7164
nuisanc,9732
rusti,12145
hing,6495
hiii,6480
loosen,8288
waitng,15209
intervent,7144
assisatnc,850
shocker,12691
onleg,9930
ongov,9925
pcpo,10398
yxucc,15827
yxu,15826
jreedcooley,7496
kenora,7658
votersuppress,15164
iq,7195
tyrann,14531
angela,570
telco,13798
nudg,9729
companies,2819
now,9698
hua,6664
richardzussman,11910
fut,5661
plaisir,10667
cet,2298
ouvrag,10127
afin,255
stratégi,13401
prospérité,11126
gro,6125
sénateur,13669
senharder,12521
infopei,7029
upend,14847
longstand,8271
decentr,3549
genui,5773
phoenixgirl,10567
hurri,6709
gusher,6192
recount,11555
barbara,1107
perri,10487
traumat,14311
lynn,8375
groulx,6137
joyc,7487
echaquan,4366
birthday,1402
nonuk,9620
climatebrawl,2624
shills,12665
coastalgaslink,2697
muskratfal,9263
ruin,12116
nocgl,9578
elliott,4512
music,9262
pet,10510
tod,14154
bitter,1412
recrimin,11562
vision,15108
thebusinesscouncil,13912
publication,11194
wh,15380
underl,14650
joint,7455
kershaw,7670
participatori,10302
thailand,13884
artist,798
slash,12875
gaslightingtheminion,5717
thee,13923
inequality,7001
blather,1449
beggar,1244
livingplanet,8213
ecosoci,4386
primarili,11005
hydroelectr,6728
cleanest,2593
vaz,15003
communistcanada,2813
kirbi,7741
autism,949
citynewskit,2542
grn,6124
oth,10049
bctf,1200
ish,7224
ottciti,10067
staropinion,13242
stan,13226
unitetheleft,14734
predic,10932
fridg,5580
dock,4045
magazine,8412
cheap,2382
shove,12715
pesticid,10509
herbicid,6439
dylan,4299
saramojtehedz,12286
genx,5775
creaki,3223
zoui,15903
uniforwomen,14715
lube,8338
auu_wwrmtf,968
sjpoli,12842
conrad,2925
witti,15527
fade,5002
waster,15264
bush,1809
rumsfeld,12127
buildbackbett,1769
wescandel,15357
wef,15337
treason,14321
squatter,13186
truanon,14380
bubbl,1751
onedery,9915
ytrekkie,15802
chickenshit,2417
sycoph,13650
aaaannnd,14
universalbasicincom,14738
kiqz,7740
dignifi,3840
ablrg,60
staysaif,13275
tmxpiplin,14142
dome,4075
rcmpstormtroop,11467
honu,6583
outright,10119
jeopardi,7377
elabor,4458
lacol,7855
linuzifer,8182
kwxzj,7828
clarifi,2568
mainst,8436
workin,15578
useepe,14886
dyingtomeetyou,4297
ajplus,350
egmn,4434
carniv,2057
festiv,5175
pacif,10193
unsure,14804
righteou,11936
bbcworld,1159
skyrocket,12865
herdimmun,6441
eichenbaum,4445
mintz,8941
lectur,8000
wqcwag,15620
theme,13948
kelowna,7636
thwart,14077
embolden,4542
eith,4450
ineffect,6996
exceed,4864
regurgit,11638
archipelago,738
metropolitan,8818
element,4487
compuls,2860
shitstorm,12685
theater,13901
poster,10863
mansplain,8512
sow,13080
meltdown,8746
ij,6815
ak,354
cheryl_swore,2408
ajwvictoriabc,353
unveil,14826
ihakt,6808
bcgreen,1177
infuri,7038
shauseman,12634
greenwal,6095
cmoh,2682
popcorn,10824
precipit,10924
somethng,13029
leavethechildrenalon,7996
iamyogi_,6751
eleven,4491
tot,14219
cowboy,3176
mytholog,9288
gopher,5970
automat,961
semi,12513
dem,3650
varmint,14989
dang,3437
territomsky,13859
americas,491
suzuki,13619
naomi,9315
klein,7759
mongabay,9095
why,15442
gric,6110
gr,6012
publicaffair,11193
mentorship,8778
mente,8774
mentor,8777
ddjxc,3504
substant,13490
balaramaholnes,1070
upheav,14849
nomorelockdowns,9604
vaccine_exempt,14927
riski,11959
reckon,11536
roman_baber,12031
thankyiu,13889
licenc,8126
unsecur,14792
sarahcrgr,12283
blink,1463
izgom,7274
scipol,12391
grasp,6039
banff,1088
airdri,332
withdrawn,15519
carbontax,2032
ndper,9402
revolv,11885
deaf,3512
dynam,4300
yqlvote,15792
kim_siever,7721
aorabw,668
clearanc,2597
jacksiegel,7286
yqhco,15790
cream,3224
soup,13068
pierogi,10602
salad,12233
redman,11583
mauuh,8634
uniti,14735
unpopular,14764
mulrooney,9231
abcpmcidrpkn,36
covidfact,3142
amos,516
cathmckenna,2103
jm_mcgrath,7425
longcovidkid,8265
j_mcelroy,7275
owdn,10177
hissi,6505
okc,9882
americon,492
squabbl,13180
embarrassingli,4536
cllfw,2654
the_strategi,13900
fda,5117
fergu,5165
linley,8181
mota,9150
comorbid,2816
halt,6232
grey,6109
hydrogen,6729
detract,3760
myseasky,9285
sworn,13646
mrv,9191
prosyn,11127
neither,9434
areyoupayingattentionyet,750
jlptalk,7424
maximum,8647
carnag,2055
mar,8524
allisonbamford,434
lincoln,8171
insurmount,7108
squeez,13187
rempel,11702
errr,4758
zerohedge,15863
poorli,10820
openforsumm,9977
awong,1007
judgement,7512
rosedal,12051
guelph,6165
doabl,4041
briar,1677
shink,12670
canadi,1948
amwrit,528
blogpost,1481
senatorhousako,12517
ultgibx,14583
colombie,2753
britanniqu,1699
hjgibw,6517
poni,10811
christi,2477
zzriwhv,15920
fasg,5079
fairdeal,5011
profitsoverpeopl,11071
wealthcareoverhealthcar,15295
discov,3915
evolut,4849
porter,10845
yoursjairport,15779
officiel,9849
fermé,5167
détent,4326
quelqu,11322
bénévole,1854
reiter,11650
punch,11224
knanghzn,7767
accommod,131
firmer,5262
hinterland,6498
audio,915
ratemyskyperoo,11442
arcticsummit,743
finland,5238
iceland,6766
royalcannavy,12082
fordfailsontarioagain,5419
jake_sisko,7302
moonofa,9120
sympathi,13655
sleep,12886
amubbwqrqby,524
narciss,9319
ncirl,9395
indo,6986
woefulli,15542
temptat,13819
reset,11779
hardship,6285
tp,14251
command,2783
slightest,12898
deena,3580
alber,372
oxford,10185
slowest,12913
kkdrkhgrcc,7754
cderworiz,2189
hq,6653
salon,12243
coiact,2724
mnqdj,9040
snap,12952
badli,1054
compassion,2824
rmember,11973
rem,11682
alpolit,449
bomber,1549
untold,14811
random,11412
unconscion,14633
apprwh,715
prescript,10964
through,14061
nothingchang,9664
soviet,13079
rebellion,11513
infecti,7012
recov,11557
disservic,3979
wallop,15223
christyceeck,2488
feeder,5144
lowest,8316
hahahaha,6216
liberalwin,8114
stopthemad,13373
defundwarplan,3622
cbrentpatterso,2164
cheer,2390
anchor,547
auto,953
commemor,2784
mejogiawd,8740
composit,2849
spreaker,13172
illiter,6828
nitwit,9557
camera,1910
crissak,3257
scribbler,12425
matterscalgary,8623
helll,6419
egotist,4438
stubborn,13444
genxer,5776
sophi,13051
bathrob,1144
sleepi,12887
ahmadeofficial,310
indigenoushealth,6974
thenccih,13953
implod,6878
ymm,15755
drunkenli,4236
plow,10704
horrorgan,6602
paragraph,10259
genocidepre,5766
regress,11632
manual,8515
daynasteinfeld,3495
wimxkq,15483
facto,4995
magajustice,8411
infus,7039
awak,994
abject,54
buymeacoffee,1833
burlon,1800
buymeacoffe,1832
shred,12726
obstreper,9801
trap,14306
assets,844
hamiltonian,6241
ytiki,15800
qxtkq,11355
inbox,6910
lawtwitt,7953
drama,4171
bellicos,1270
respectyourmoth,11812
execdir,4878
electricvehicl,4483
pmhxrxbi,10722
danpriceseattl,3445
yxe,15822
firemo,5256
roli,12022
quackeri,11296
stomach,13352
craigcoolahan,3205
declinjng,3560
erect,4734
artwork,801
hawlii,6338
pichett,10593
staffer,13209
teamvantag,13773
aqtt,723
unmitig,14755
sfa,12586
heath,6389
wearesoscrew,15308
younger,15774
bemoan,1275
older,9888
greennewd,6087
nbcnews,9387
heartless,6386
firehinshaw,5253
yycvot,15834
verg,15027
dismay,3951
hyp,6735
viabl,15049
poo,10813
rune,12132
bugger,1767
thecon,13915
vaccinesideeffect,14937
beckernews,1229
confirmed,2897
parisa,10272
mahboubi,8424
discourag,3913
aunzmc,926
creep,3238
cim,2516
blank,1444
turnbullsarah,14477
autist,951
margin,8538
autistic,952
santi,12279
libr,8119
jamai,7304
même,9297
océan,9822
elizabethmay,4506
faith,5027
pursuit,11251
metal,8807
shipper,12673
contrit,3012
libcon,8097
dud,4255
cruelti,3285
recognizeseptth,11543
sunk,13536
alan,362
lobbymonitor,8237
energyeast,4625
fkr,5294
natga,9331
incentiv,6916
virus,15103
ther,13973
mand,8479
nuremberg,9745
thevivafrei,13999
plainli,10665
joebiden,7441
ecoterror,4390
friendsoscienc,5588
motion,9155
carol,2059
dubé,4249
joyce,7488
memori,8758
dude,4256
foodgrain,5388
iyam,7272
nowtoronto,9704
phrase,10584
omin,9900
disobey,3955
wanzhou,15235
kmitk,7765
shingoos,12668
echo,4368
sentiment,12532
sinclair,12809
outreach,10118
invas,7167
laggard,7862
transportation,14304
legacyautomak,8019
publicdebt,11196
privatedebt,11029
fewerpartsandmainten,5181
labourmobl,7846
cdneconomicpolici,2206
exitoil,4895
canadas,1942
naci,9299
nomoredelaysonclim,9602
hearin_critter,6378
nyc,9763
cheat,2385
intub,7159
problemat,11040
marcinthecity,8531
kanada,7586
preacher,10916
tarmac,13736
warrant,15248
cdngov,2216
prairiepost,10909
tourist,14234
vw,15191
extremetech,4961
extreme,4960
tapiriit,13729
kanatami,7590
bu,1750
ineffectu,6997
michelletypoq,8840
repetit,11727
nauseum,9372
uneduc,14676
fife,5198
merry,8797
fixat,5289
georgemonbiot,5788
bertaadvantage,1304
disappear,3892
golden,5946
ljmw,8217
janitor,7322
laundri,7933
technician,13782
physiotherapist,10589
chiropractor,2448
latch,7916
nicaragua,9524
kawsachunnews,7614
pivo,10643
motor,9158
oakvil,9775
althea,459
marieka,8543
dumbest,4264
condescend,2882
ezra,4978
levant,8071
mastercard,8612
mas,8591
provok,11155
taunt,13749
lend,8040
uks,14580
ruler,12119
cia,2508
cuban,3326
mediaroots,8716
stories,13381
tenth,13835
tbh,13761
concis,2876
bipoc,1396
ty,14521
screen,12419
nunavik,9741
cree,3236
yjmgggd,15749
strongercommun,13433
clockwork,2658
albeit,371
justsayno,7565
km,7762
qr,11290
cradl,3202
drmikehart,4213
trek,14334
sudburi,13505
trappe,14308
aaoti,19
chinaisnotourfriend,2437
banhuawei,1091
hostagediplomaci,6614
colleagu,2742
conspir,2961
comptez,2859
déclencher,4311
élection,15925
répons,12171
espèr,4771
ton,14182
assuré,858
sudburysteve,13506
whew,15404
kkirkup,7755
doesnt,4060
broaden,1709
owenwgreen,10179
nine,9551
rogu,12015
undeserv,14667
reconven,11553
partiti,10307
rien,11930
changé,2339
borisproulx,1583
aish,342
odsp,9826
incl,6923
backlog,1042
unfaith,14685
marit,8548
dissolut,3981
daily_express,3412
natashablue,9329
chuckl,2498
unmask,14754
goon,5968
miltiari,8904
creatur,3229
depleteduranium,3695
eco,4370
waterislif,15271
wireless,15506
vivian,15116
kraus,7804
sasktoday,12300
flyweight,5352
jenpsaki,7373
daft,3409
therecord,13979
ts,14448
quintessenti,11339
cloud,2666
octogenarian,9821
mcdonald,8668
rexmurphi,11891
richard,11906
roth,12064
justiceforjoyc,7546
promet,11092
santé,12280
redevabilité,11576
dit,3997
quand,11302
rencontrera,11707
rebelnewsonlin,11516
cbchealth,2131
dharanaj,3798
edmund,4410
metatawabin,8809
invis,7176
flinch,5319
wrongli,15637
stripper,13427
glitter,5885
avoir,989
lancé,7880
ajout,349
plusieur,10714
enjeux,4639
disengag,3931
pariti,10274
eighteen,4448
davidwcochrane,3488
wolv,15547
murphy,9258
innuendo,7062
titil,14128
truism,14427
pertain,10502
axe,1013
grind,6120
weari,15310
brunnett,1734
riparian,11950
payett,10383
ostens,10044
shield,12660
arpan_on_bc,775
areal,746
ward,15238
transgend,14293
swear,13629
leaderin,7972
copglasgow,3036
bannir,1099
entrepris,4677
télécommun,14536
chinois,2445
indiqu,6981
toujour,14230
réflexion,12168
bolder,1543
baselin,1129
shopper,12699
mart,8575
glasgow,5873
passonthepass,10327
candidaci,1983
cute,3378
countir,3104
interestingli,7126
fairer,5012
dental,3687
unintent,14723
cognit,2718
disson,3983
platform_ca,10682
secondstreet,12463
int,7110
loyalti,8322
sera,12545
annoncé,609
octobr,9820
parlementair,10285
débutera,4308
automn,962
seront,12552
connu,2922
tard,13731
foreseen,5435
airborn,329
aero,228
fragrant,5503
australian,941
draw,4175
cam,1907
chambr,2329
reprendra,11743
travaux,14313
tient,14088
conférenc,2907
réélection,12176
septembr,12542
dernier,3716
précise,11159
déterminé,4327
sou,13059
afp,261
internationalrel,7135
iisghpeq,6813
sgxqghxoo,12591
emphas,4564
ai,318
confirmé,2898
gouverneur,5982
générale,6205
victoir,15061
swearing,13630
stare,13238
heroesincolor,6449
tbd,13760
continuera,3000
exerc,4884
fonction,5382
asserment,839
aura,929
lieu,8135
mai,8426
moar,9043
doyaksec,4156
politicalparti,10778
jealou,7352
tantrum,13725
yogi,15761
berra,1300
déjà,4315
vu,15186
mygrandmotherm,9282
lighter,8153
loc,8239
successor,13499
overfat,10138
bodyposit,1531
paradigm,10256
text,13877
theorist,13965
tregewilson_th,14333
aerosol,229
eyesover,4970
issue,7239
anew,567
inventor,7169
invent,7168
rabbi,11357
gg,5821
demandé,3652
demeur,3655
ell,4507
accepté,120
génér,6204
vpm,15180
txjrgitx,14520
gohgiti,5944
academictwitt,110
dei,3628
nomoremonolith,9605
spill,13130
portageonline,10843
historic,6511
wpgpoli,15619
reportag,11735
cdnmillenial,2230
skim,12854
bddy,1208
zmvvul,15889
vaccinechoicec,14928
groom,6127
uncomfort,14629
someone,13027
goof,5964
destabil,3742
greenenergi,6077
foster,5474
ccom,2177
excellent,4866
entrevu,4678
collègu,2752
semain,12510
lui,8347
sui,13516
persuadé,10501
rc_coulisses,11462
culturaliq,3344
geopoliticalrisk,5784
diversif,4006
economicsecur,4382
pitt,10641
fella,5151
midmarket,8856
moley,9075
livingwag,8214
mirrorbreaking,8952
cpr,3196
despatch,3733
railroad,11388
ticket,14083
vancouverforal,14963
weaker,15292
fairtaxcanada,5017
father,5090
chin,2431
refugee,11608
maritimemaggie,8550
wakeupworld,15214
applaud,696
axidentalibera,1015
bel,1259
hateprofit,6323
xiao,15670
uhmmm,14565
craig,3204
philbi,10551
ring,11946
liaison,8093
extern,4945
jone,7466
taiwan,13686
bastard,1140
verifi,15028
standearth,13231
enhanc,4636
elderli,4464
at,868
sharper,12629
annam,597
onfr_tfo,9922
fbi,5107
clusterfuck,2674
spit,13139
politicalrnd,10779
embgii,4540
pzrgiir,11268
policynote,10768
slap,12874
wrist,15627
tripl,14361
plung,10711
headfirst,6351
grea,6059
bash,1131
prolif,11088
evgiii,4842
appeas,693
epicfailur,4709
cburton,2168
jimmi,7407
carter,2068
ted,13788
talks,13708
jimmy_ca,7409
vaw,14994
dv,4285
mmiwg,9025
workplacesafeti,15582
sexcrim,12575
orphan,10035
opiodcrisi,9989
donorsfirst,4097
nevermind,9459
toxicdemand,14245
taleeb,13702
housi,6634
housingcrisi,6637
parentsstrik,10270
plz,10717
forms,5455
gle,5878
euvtvjkvzhuky,4811
zerocovid,15861
makeschoolssaf,8451
protectourchildren,11129
smother,12946
disastr,3897
whopper,15438
mainland,8434
smith,12940
flock,5329
redgreenparti,11580
inadvert,6904
unholi,14706
alliter,436
andybrookelmst,566
worldwid,15594
someday,13024
promo,11096
toyotaboycott,14250
toyota,14249
mach,8389
ronmaclean,12037
teslaindia,13870
yqr,15793
smnr,12942
podfollow,10738
oklahoma,9883
wept,15356
resignrempel,11797
underwhelm,14666
thepostmillennial,13971
libera,8100
cbcontariotoda,2145
capitolriot,2017
mum,9242
khalistani,7687
redfortriot,11578
jan,7313
swim,13637
shutdowncanada,12740
gidimten,5834
whatsoev,15389
lka,8219
iamnotabullymadam,6749
donotcompli,4098
outgo,10100
lipservic,8185
caution,2118
scold,12397
oooo,9964
uibpiz,14567
quack,11295
gestapo,5808
subsequ,13479
acumen,172
fintwit,5240
suzannealma,13618
watcher,15268
shld,12689
outline,10109
ezti,4980
nauseam,9371
ohjjib,9866
urgenc,14875
luulqi,8362
incarcer,6914
fundrazr,5646
unlockdemocrac,14751
helluva,6422
proudli,11141
covididiot,3145
boundari,1599
spoil,13146
brat,1639
anything,661
cdnati,2195
accomplice,134
buck,1752
fredricton,5539
mjburgosh,9005
